wrong_image,true_label,predicted_label,similar_image,similarity
/content/gdrive/MyDrive/9517 project/data/test/Beach/052.jpg,Beach,Desert,/content/gdrive/MyDrive/9517 project/data/test/Desert/286.jpg,0.95479417
/content/gdrive/MyDrive/9517 project/data/test/Beach/237.jpg,Beach,Lake,/content/gdrive/MyDrive/9517 project/data/test/Lake/724.jpg,0.90448475
/content/gdrive/MyDrive/9517 project/data/test/City/229.jpg,City,Railway,/content/gdrive/MyDrive/9517 project/data/test/Railway/526.jpg,0.9182797
/content/gdrive/MyDrive/9517 project/data/test/City/270.jpg,City,Railway,/content/gdrive/MyDrive/9517 project/data/test/Railway/237.jpg,0.87502646
/content/gdrive/MyDrive/9517 project/data/test/City/390.jpg,City,Airport,/content/gdrive/MyDrive/9517 project/data/test/Airport/750.jpg,0.8669658
/content/gdrive/MyDrive/9517 project/data/test/City/454.jpg,City,Railway,/content/gdrive/MyDrive/9517 project/data/test/Railway/237.jpg,0.9260075
/content/gdrive/MyDrive/9517 project/data/test/City/460.jpg,City,Forest,/content/gdrive/MyDrive/9517 project/data/test/Forest/505.jpg,0.8645977
/content/gdrive/MyDrive/9517 project/data/test/City/484.jpg,City,Residential,/content/gdrive/MyDrive/9517 project/data/test/Residential/431.jpg,0.9141052
/content/gdrive/MyDrive/9517 project/data/test/City/506.jpg,City,Airport,/content/gdrive/MyDrive/9517 project/data/test/Airport/456.jpg,0.8862641
/content/gdrive/MyDrive/9517 project/data/test/City/601.jpg,City,Port,/content/gdrive/MyDrive/9517 project/data/test/Port/371.jpg,0.87046665
/content/gdrive/MyDrive/9517 project/data/test/City/627.jpg,City,Railway,/content/gdrive/MyDrive/9517 project/data/test/Railway/526.jpg,0.89176863
/content/gdrive/MyDrive/9517 project/data/test/City/726.jpg,City,Railway,/content/gdrive/MyDrive/9517 project/data/test/Railway/189.jpg,0.8741223
/content/gdrive/MyDrive/9517 project/data/test/City/790.jpg,City,Railway,/content/gdrive/MyDrive/9517 project/data/test/Railway/003.jpg,0.87203
/content/gdrive/MyDrive/9517 project/data/test/Desert/436.jpg,Desert,Beach,/content/gdrive/MyDrive/9517 project/data/test/Beach/052.jpg,0.846878
/content/gdrive/MyDrive/9517 project/data/test/Desert/548.jpg,Desert,Beach,/content/gdrive/MyDrive/9517 project/data/test/Beach/578.jpg,0.8253937
/content/gdrive/MyDrive/9517 project/data/test/Forest/290.jpg,Forest,Grassland,/content/gdrive/MyDrive/9517 project/data/test/Grassland/092.jpg,0.9342698
/content/gdrive/MyDrive/9517 project/data/test/Forest/355.jpg,Forest,Highway,/content/gdrive/MyDrive/9517 project/data/test/Highway/210.jpg,0.8380768
/content/gdrive/MyDrive/9517 project/data/test/Forest/637.jpg,Forest,Mountain,/content/gdrive/MyDrive/9517 project/data/test/Mountain/309.jpg,0.89853823
/content/gdrive/MyDrive/9517 project/data/test/Grassland/148.jpg,Grassland,Airport,/content/gdrive/MyDrive/9517 project/data/test/Airport/734.jpg,0.8248097
/content/gdrive/MyDrive/9517 project/data/test/Grassland/513.jpg,Grassland,Agriculture,/content/gdrive/MyDrive/9517 project/data/test/Agriculture/716.jpg,0.90766215
/content/gdrive/MyDrive/9517 project/data/test/Grassland/594.jpg,Grassland,Forest,/content/gdrive/MyDrive/9517 project/data/test/Forest/157.jpg,0.94136184
/content/gdrive/MyDrive/9517 project/data/test/Grassland/742.jpg,Grassland,Lake,/content/gdrive/MyDrive/9517 project/data/test/Lake/053.jpg,0.95033056
/content/gdrive/MyDrive/9517 project/data/test/Highway/075.jpg,Highway,Forest,/content/gdrive/MyDrive/9517 project/data/test/Forest/491.jpg,0.8964937
/content/gdrive/MyDrive/9517 project/data/test/Highway/347.jpg,Highway,Forest,/content/gdrive/MyDrive/9517 project/data/test/Forest/251.jpg,0.89545524
/content/gdrive/MyDrive/9517 project/data/test/Lake/217.jpg,Lake,River,/content/gdrive/MyDrive/9517 project/data/test/River/468.jpg,0.93054104
/content/gdrive/MyDrive/9517 project/data/test/Lake/534.jpg,Lake,Residential,/content/gdrive/MyDrive/9517 project/data/test/Residential/345.jpg,0.8592138
/content/gdrive/MyDrive/9517 project/data/test/Lake/626.jpg,Lake,Agriculture,/content/gdrive/MyDrive/9517 project/data/test/Agriculture/012.jpg,0.8071386
/content/gdrive/MyDrive/9517 project/data/test/Mountain/252.jpg,Mountain,Desert,/content/gdrive/MyDrive/9517 project/data/test/Desert/591.jpg,0.9285058
/content/gdrive/MyDrive/9517 project/data/test/Mountain/290.jpg,Mountain,Desert,/content/gdrive/MyDrive/9517 project/data/test/Desert/591.jpg,0.9391535
/content/gdrive/MyDrive/9517 project/data/test/Mountain/532.jpg,Mountain,River,/content/gdrive/MyDrive/9517 project/data/test/River/732.jpg,0.80686224
/content/gdrive/MyDrive/9517 project/data/test/Mountain/641.jpg,Mountain,Desert,/content/gdrive/MyDrive/9517 project/data/test/Desert/517.jpg,0.88603425
/content/gdrive/MyDrive/9517 project/data/test/Mountain/730.jpg,Mountain,Forest,/content/gdrive/MyDrive/9517 project/data/test/Forest/027.jpg,0.84510493
/content/gdrive/MyDrive/9517 project/data/test/Mountain/759.jpg,Mountain,Desert,/content/gdrive/MyDrive/9517 project/data/test/Desert/358.jpg,0.9261973
/content/gdrive/MyDrive/9517 project/data/test/Parking/112.jpg,Parking,Port,/content/gdrive/MyDrive/9517 project/data/test/Port/138.jpg,0.8908746
/content/gdrive/MyDrive/9517 project/data/test/Parking/523.jpg,Parking,City,/content/gdrive/MyDrive/9517 project/data/test/City/359.jpg,0.9099229
/content/gdrive/MyDrive/9517 project/data/test/Parking/692.jpg,Parking,City,/content/gdrive/MyDrive/9517 project/data/test/City/391.jpg,0.9016431
/content/gdrive/MyDrive/9517 project/data/test/Port/036.jpg,Port,Railway,/content/gdrive/MyDrive/9517 project/data/test/Railway/319.jpg,0.8849951
/content/gdrive/MyDrive/9517 project/data/test/Port/139.jpg,Port,Parking,/content/gdrive/MyDrive/9517 project/data/test/Parking/760.jpg,0.862444
/content/gdrive/MyDrive/9517 project/data/test/Port/294.jpg,Port,Parking,/content/gdrive/MyDrive/9517 project/data/test/Parking/223.jpg,0.8422835
/content/gdrive/MyDrive/9517 project/data/test/Railway/186.jpg,Railway,Airport,/content/gdrive/MyDrive/9517 project/data/test/Airport/124.jpg,0.89346194
/content/gdrive/MyDrive/9517 project/data/test/Railway/345.jpg,Railway,Airport,/content/gdrive/MyDrive/9517 project/data/test/Airport/666.jpg,0.8964528
/content/gdrive/MyDrive/9517 project/data/test/Railway/370.jpg,Railway,Highway,/content/gdrive/MyDrive/9517 project/data/test/Highway/482.jpg,0.92810583
/content/gdrive/MyDrive/9517 project/data/test/Railway/413.jpg,Railway,Highway,/content/gdrive/MyDrive/9517 project/data/test/Highway/028.jpg,0.9399952
/content/gdrive/MyDrive/9517 project/data/test/Railway/571.jpg,Railway,Airport,/content/gdrive/MyDrive/9517 project/data/test/Airport/644.jpg,0.93334544
/content/gdrive/MyDrive/9517 project/data/test/Railway/589.jpg,Railway,Residential,/content/gdrive/MyDrive/9517 project/data/test/Residential/010.jpg,0.88134885
/content/gdrive/MyDrive/9517 project/data/test/Residential/005.jpg,Residential,Forest,/content/gdrive/MyDrive/9517 project/data/test/Forest/491.jpg,0.9353598
/content/gdrive/MyDrive/9517 project/data/test/Residential/390.jpg,Residential,Parking,/content/gdrive/MyDrive/9517 project/data/test/Parking/554.jpg,0.8748108
/content/gdrive/MyDrive/9517 project/data/test/River/155.jpg,River,Airport,/content/gdrive/MyDrive/9517 project/data/test/Airport/427.jpg,0.9256008
/content/gdrive/MyDrive/9517 project/data/test/River/638.jpg,River,Forest,/content/gdrive/MyDrive/9517 project/data/test/Forest/337.jpg,0.9295054
/content/gdrive/MyDrive/9517 project/data/test/River/727.jpg,River,Beach,/content/gdrive/MyDrive/9517 project/data/test/Beach/535.jpg,0.84447706
